Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2
MITSUBISHI Eclipse Cross ES	1.5	4	SCV-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT01.5G5Y	small SUV	5	25	28	26	5	No	337
MITSUBISHI Eclipse Cross ES	1.5	4	SCV-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT01.5G5Y	small SUV	5	25	28	26	5	No	337
MITSUBISHI Outlander	2.4	4	SCV-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT02.4G5Y	small SUV	5	25	30	27	6	No	326
MITSUBISHI Outlander	2.4	4	SCV-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT02.4G5Y	small SUV	5	25	30	27	6	No	326
MITSUBISHI Outlander	2.4	4	SCV-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT02.4G5Z	small SUV	5	24	29	26	5	No	341
MITSUBISHI Outlander	2.4	4	SCV-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT02.4G5Z	small SUV	5	24	29	26	5	No	341
MITSUBISHI Outlander	3	6	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT03.0G5P	small SUV	5	20	27	22	4	No	402
MITSUBISHI Outlander	3	6	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT03.0G5P	small SUV	5	20	27	22	4	No	402
MITSUBISHI Outlander Sport	2	4	Man-5	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT02.0G5P	small SUV	5	23	29	25	5	No	354
MITSUBISHI Outlander Sport	2	4	Man-5	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT02.0G5P	small SUV	5	23	29	25	5	No	354
MITSUBISHI Outlander Sport	2	4	SCV-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT02.4G5P	small SUV	5	24	30	27	6	No	331
MITSUBISHI Outlander Sport	2	4	SCV-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT02.4G5P	small SUV	5	24	30	27	6	No	331
MITSUBISHI Outlander Sport	2	4	SCV-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT02.4G5P	small SUV	5	23	29	26	5	No	344
MITSUBISHI Outlander Sport	2	4	SCV-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT02.4G5P	small SUV	5	23	29	26	5	No	344
MITSUBISHI Outlander Sport	2.4	4	SCV-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT02.4G5P	small SUV	5	23	29	25	5	No	354
MITSUBISHI Outlander Sport	2.4	4	SCV-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT02.4G5P	small SUV	5	23	29	25	5	No	354
MITSUBISHI Outlander Sport	2.4	4	SCV-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KMTXT02.4G5P	small SUV	5	23	28	25	5	No	353
MITSUBISHI Outlander Sport	2.4	4	SCV-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KMTXT02.4G5P	small SUV	5	23	28	25	5	No	353
NISSAN 370Z	3.7	6	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KNSXV03.7NAA	small car	3	17	26	20	4	No	445
NISSAN 370Z	3.7	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV03.7NAA	small car	3	17	26	20	4	No	445
NISSAN 370Z	3.7	6	SemiAuto-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KNSXV03.7NAA	small car	3	19	26	22	4	No	409
NISSAN 370Z	3.7	6	SemiAuto-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV03.7NAA	small car	3	19	26	22	4	No	409
NISSAN 370Z Roadster	3.7	6	SemiAuto-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KNSXV03.7NAA	small car	3	18	25	21	4	No	429
NISSAN 370Z Roadster	3.7	6	SemiAuto-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV03.7NAA	small car	3	18	25	21	4	No	429
NISSAN Armada	5.6	8	SemiAuto-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT05.6N9C	standard SUV	3	14	19	16	2	No	556
NISSAN Armada	5.6	8	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT05.6N9C	standard SUV	3	14	19	16	2	No	556
NISSAN Armada	5.6	8	SemiAuto-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT05.6N9C	standard SUV	3	13	18	15	2	No	585
NISSAN Armada	5.6	8	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT05.6N9C	standard SUV	3	13	18	15	2	No	585
NISSAN Frontier	2.5	4	Auto-5	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT02.5N5A	pickup	3	17	22	19	3	No	466
NISSAN Frontier	2.5	4	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT02.5N5A	pickup	3	17	22	19	3	No	466
NISSAN Frontier	2.5	4	Man-5	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT02.5N5A	pickup	3	19	23	21	4	No	425
NISSAN Frontier	2.5	4	Man-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT02.5N5A	pickup	3	19	23	21	4	No	425
NISSAN Frontier	4	6	Auto-5	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT04.0N6A	pickup	3	16	23	19	3	No	478
NISSAN Frontier	4	6	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT04.0N6A	pickup	3	16	23	19	3	No	478
NISSAN Frontier	4	6	Auto-5	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT04.0N6A	pickup	3	15	21	17	3	No	519
NISSAN Frontier	4	6	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT04.0N6A	pickup	3	15	21	17	3	No	519
NISSAN Frontier	4	6	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT04.0N6A	pickup	3	16	22	19	3	No	479
NISSAN Frontier	4	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT04.0N6A	pickup	3	16	22	19	3	No	479
NISSAN Frontier	4	6	Man-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT04.0N6A	pickup	3	16	21	18	3	No	507
NISSAN Frontier	4	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT04.0N6A	pickup	3	16	21	18	3	No	507
NISSAN Frontier FFV	4	6	Auto-5	2WD	Ethanol/Gas	FA	T3B125	Federal Tier 3 Bin 125	KNSXT04.0N6B	pickup	3	11/16	16/22	13/18	3	No	489/494
NISSAN Frontier FFV	4	6	Auto-5	4WD	Ethanol/Gas	FA	T3B125	Federal Tier 3 Bin 125	KNSXT04.0N6B	pickup	3	11/15	14/21	12/17	3	No	504/521
NISSAN NV200	2	4	CVT	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXT02.0N2A	special purpose	3	24	26	25	5	No	356
NISSAN NV200	2	4	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXT02.0N2A	special purpose	3	24	26	25	5	No	356
NISSAN Sentra	1.6	4	SCV-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV01.6NDA	midsize car	3	27	33	29	6	No	307
NISSAN Sentra	1.6	4	SCV-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXV01.6NDA	midsize car	3	27	33	29	6	No	307
NISSAN Sentra	1.8	4	CVT	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KNSXV01.8R1A	midsize car	7	29	37	32	7	Yes	278
NISSAN Sentra	1.8	4	CVT	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KNSXV01.8R1A	midsize car	7	29	37	32	7	Yes	278
NISSAN Sentra	1.8	4	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	KNSXV01.8M1A	midsize car	1	27	35	30	7	No	297
NISSAN Sentra	1.8	4	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KNSXV01.8M1A	midsize car	1	27	35	30	7	No	297
NISSAN Sentra Nismo	1.6	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV01.6NDA	midsize car	3	25	31	27	6	No	330
NISSAN Sentra Nismo	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXV01.6NDA	midsize car	3	25	31	27	6	No	330
NISSAN Sentra Nismo	1.6	4	SCV-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV01.6NDA	midsize car	3	25	30	27	6	No	330
NISSAN Sentra Nismo	1.6	4	SCV-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	KNSXV01.6NDA	midsize car	3	25	30	27	6	No	330
NISSAN Versa	1.6	4	CVT	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KNSXV01.6N4A	small car	3	31	39	34	8	Yes	262
NISSAN Versa	1.6	4	CVT	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV01.6N4A	small car	3	31	39	34	8	Yes	262
NISSAN Versa	1.6	4	CVT	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KNSXV01.6P4A	small car	5	31	39	34	8	Yes	262
NISSAN Versa	1.6	4	CVT	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KNSXV01.6P4A	small car	5	31	39	34	8	Yes	262
NISSAN Versa	1.6	4	Man-5	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KNSXV01.6N4A	small car	3	27	36	30	7	Yes	296
NISSAN Versa	1.6	4	Man-5	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KNSXV01.6N4A	small car	3	27	36	30	7	Yes	296
PORSCHE 911 Carrera	3	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	22	30	25	5	No	355
PORSCHE 911 Carrera	3	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	22	30	25	5	No	355
PORSCHE 911 Carrera	3	6	Man-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	29	23	5	No	382
PORSCHE 911 Carrera	3	6	Man-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	29	23	5	No	382
PORSCHE 911 Carrera 4	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	22	28	24	5	No	362
PORSCHE 911 Carrera 4	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	22	28	24	5	No	362
PORSCHE 911 Carrera 4	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	28	23	5	No	389
PORSCHE 911 Carrera 4	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	28	23	5	No	389
PORSCHE 911 Carrera 4 Cabriolet	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	21	28	24	5	No	370
PORSCHE 911 Carrera 4 Cabriolet	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	21	28	24	5	No	370
PORSCHE 911 Carrera 4 Cabriolet	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	19	28	22	4	No	395
PORSCHE 911 Carrera 4 Cabriolet	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	19	28	22	4	No	395
PORSCHE 911 Carrera 4 GTS	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	26	22	4	No	400
PORSCHE 911 Carrera 4 GTS	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	26	22	4	No	400
PORSCHE 911 Carrera 4 GTS	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	18	26	21	4	No	414
PORSCHE 911 Carrera 4 GTS	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	18	26	21	4	No	414
PORSCHE 911 Carrera 4 GTS Cabriolet	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	25	22	4	No	402
PORSCHE 911 Carrera 4 GTS Cabriolet	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	25	22	4	No	402
PORSCHE 911 Carrera 4 GTS Cabriolet	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	18	26	21	4	No	419
PORSCHE 911 Carrera 4 GTS Cabriolet	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	18	26	21	4	No	419
PORSCHE 911 Carrera 4S	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	21	28	24	5	No	373
PORSCHE 911 Carrera 4S	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	21	28	24	5	No	373
PORSCHE 911 Carrera 4S	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	28	23	5	No	392
PORSCHE 911 Carrera 4S	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	28	23	5	No	392
PORSCHE 911 Carrera 4S Cabriolet	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	21	28	24	5	No	371
PORSCHE 911 Carrera 4S Cabriolet	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	21	28	24	5	No	371
PORSCHE 911 Carrera 4S Cabriolet	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	19	28	22	4	No	396
PORSCHE 911 Carrera 4S Cabriolet	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	19	28	22	4	No	396
PORSCHE 911 Carrera Cabriolet	3	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	22	28	24	5	No	365
PORSCHE 911 Carrera Cabriolet	3	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	22	28	24	5	No	365
PORSCHE 911 Carrera Cabriolet	3	6	Man-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	29	23	5	No	388
PORSCHE 911 Carrera Cabriolet	3	6	Man-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	29	23	5	No	388
PORSCHE 911 Carrera GTS	3	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	26	23	5	No	391
PORSCHE 911 Carrera GTS	3	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	26	23	5	No	391
PORSCHE 911 Carrera GTS	3	6	Man-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	18	26	21	4	No	418
PORSCHE 911 Carrera GTS	3	6	Man-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	18	26	21	4	No	418
PORSCHE 911 Carrera GTS Cabriolet	3	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	26	22	4	No	400
PORSCHE 911 Carrera GTS Cabriolet	3	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	26	22	4	No	400
PORSCHE 911 Carrera GTS Cabriolet	3	6	Man-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	18	26	21	4	No	415
PORSCHE 911 Carrera GTS Cabriolet	3	6	Man-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	18	26	21	4	No	415
PORSCHE 911 Carrera S	3	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	22	28	24	5	No	363
PORSCHE 911 Carrera S	3	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	22	28	24	5	No	363
PORSCHE 911 Carrera S	3	6	Man-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	29	23	5	No	389
PORSCHE 911 Carrera S	3	6	Man-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	29	23	5	No	389
PORSCHE 911 Carrera S Cabriolet	3	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	22	28	24	5	No	367
PORSCHE 911 Carrera S Cabriolet	3	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	22	28	24	5	No	367
PORSCHE 911 Carrera S Cabriolet	3	6	Man-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	28	23	5	No	391
PORSCHE 911 Carrera S Cabriolet	3	6	Man-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	28	23	5	No	391
PORSCHE 911 Carrera T	3	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	26	22	4	No	399
PORSCHE 911 Carrera T	3	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	26	22	4	No	399
PORSCHE 911 Carrera T	3	6	Man-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	16	25	19	3	No	461
PORSCHE 911 Carrera T	3	6	Man-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	16	25	19	3	No	461
PORSCHE 911 GT2 RS	3.8	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	15	21	17	3	No	507
PORSCHE 911 GT2 RS	3.8	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	15	21	17	3	No	507
PORSCHE 911 GT3	4	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	15	20	17	3	No	522
PORSCHE 911 GT3	4	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	15	20	17	3	No	522
PORSCHE 911 GT3	4	6	Man-6	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	13	21	16	2	No	566
PORSCHE 911 GT3	4	6	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	13	21	16	2	No	566
PORSCHE 911 GT3 RS	4	6	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	15	19	16	2	No	539
PORSCHE 911 GT3 RS	4	6	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	15	19	16	2	No	539
PORSCHE 911 GT3 Touring	4	6	Man-6	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	14	21	17	3	No	538
PORSCHE 911 GT3 Touring	4	6	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	14	21	17	3	No	538
PORSCHE 911 Targa 4	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	22	28	24	5	No	367
PORSCHE 911 Targa 4	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	22	28	24	5	No	367
PORSCHE 911 Targa 4	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	19	28	22	4	No	395
PORSCHE 911 Targa 4	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	19	28	22	4	No	395
PORSCHE 911 Targa 4 GTS	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	20	26	22	4	No	404
PORSCHE 911 Targa 4 GTS	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	20	26	22	4	No	404
PORSCHE 911 Targa 4 GTS	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	18	26	21	4	No	428
PORSCHE 911 Targa 4 GTS	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	18	26	21	4	No	428
PORSCHE 911 Targa 4S	3	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	21	27	24	5	No	376
PORSCHE 911 Targa 4S	3	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	21	27	24	5	No	376
PORSCHE 911 Targa 4S	3	6	Man-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV03.0C91	small car	1	19	28	22	4	No	396
PORSCHE 911 Targa 4S	3	6	Man-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV03.0C91	small car	1	19	28	22	4	No	396
PORSCHE 911 Turbo	3.8	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	19	24	21	4	No	428
PORSCHE 911 Turbo	3.8	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	19	24	21	4	No	428
PORSCHE 911 Turbo Cabriolet	3.8	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	19	24	21	4	No	430
PORSCHE 911 Turbo Cabriolet	3.8	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	19	24	21	4	No	430
PORSCHE 911 Turbo S	3.8	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	19	24	21	4	No	428
PORSCHE 911 Turbo S	3.8	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	19	24	21	4	No	428
PORSCHE 911 Turbo S Cabriolet	3.8	6	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	KPRXV04.0T91	small car	1	19	24	21	4	No	430
PORSCHE 911 Turbo S Cabriolet	3.8	6	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KPRXV04.0T91	small car	1	19	24	21	4	No	430
PORSCHE Boxster	2	4	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	22	29	25	5	No	353
PORSCHE Boxster	2	4	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	22	29	25	5	No	353
PORSCHE Boxster	2	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	21	28	24	5	No	369
PORSCHE Boxster	2	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	21	28	24	5	No	369
PORSCHE Boxster GTS	2.5	4	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	20	26	22	4	No	400
PORSCHE Boxster GTS	2.5	4	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	20	26	22	4	No	400
PORSCHE Boxster GTS	2.5	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	19	25	21	4	No	413
PORSCHE Boxster GTS	2.5	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	19	25	21	4	No	413
PORSCHE Boxster S	2.5	4	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	21	28	24	5	No	372
PORSCHE Boxster S	2.5	4	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	21	28	24	5	No	372
PORSCHE Boxster S	2.5	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	20	26	22	4	No	401
PORSCHE Boxster S	2.5	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	20	26	22	4	No	401
PORSCHE Cayman	2	4	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	22	29	25	5	No	353
PORSCHE Cayman	2	4	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	22	29	25	5	No	353
PORSCHE Cayman	2	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	21	28	24	5	No	369
PORSCHE Cayman	2	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	21	28	24	5	No	369
PORSCHE Cayman GTS	2.5	4	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KPRXV02.5B82	small car	3	20	26	22	4	No	400
PORSCHE Cayman GTS	2.5	4	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KPRXV02.5B82	small car	3	20	26	22	4	No	400
